Date,max_temp,min-temp,grass_temp,max_humid,min_humid,rainfall,sunshine,UV,
﻿2013-06-19,33.0,27.3,26.6,91,57,0,11.6,6,
﻿2013-06-20,34.2,28.1,26.9,88,56,0.0,9.7,6,
﻿2013-06-21,33.7,27.7,27.1,89,67,0.8,8.7,5,
﻿2013-06-22,29.3,25.7,26.4,98,83,15.2,2.0,3,
﻿2013-06-23,30.8,25.4,25.9,98,76,12.1,1.9,4,
﻿2013-06-24,29.5,24.9,24.9,98,79,57,0.5,2,
﻿2013-06-25,30.7,28.0,26.4,83,77,0.7,2.1,4,
﻿2013-06-26,31.9,28.6,26.6,83,71,trace,6.5,6,
﻿2013-06-27,32.3,28.5,26.9,84,67,1.2,8.0,6,
﻿2013-06-28,32.4,28.7,26.8,81,65,0.2,5.9,4,
﻿2013-06-29,31.6,28.8,27.4,84,75,Trace,4.9,4,
﻿2013-06-30,33.0,27.9,26.9,86,59,0,11.7,6,
﻿2013-07-01,31.4,25.9,26.2,98,75,29.5,4.6,5,
﻿2013-07-02,32.9,27.4,26.7,83,65,0,5.6,6,
﻿2013-07-03,33.2,27.6,27.3,87,64,trace,9.6,6,
﻿2013-07-04,32.7,27.8,27.1,85,62,Trace,8.0,5,
﻿2013-07-05,33.0,27.6,26.9,84,55,0,11.2,6,
﻿2013-07-06,30.4,27.3,27.0,90,70,4.6,3.7,3,
﻿2013-07-07,31.2,25.0,25.1,97,73,40.7,3.1,4,
﻿2013-07-08,32.0,26.3,26.3,91,65,0.3,9.4,5,
﻿2013-07-09,33.2,27.0,27.0,86,63,Trace,5.5,5,
﻿2013-07-10,30.7,25.8,25.7,96,69,14.2,3.9,3,
﻿2013-07-11,32.4,26.2,25.7,94,66,0.3,8.0,4,
﻿2013-07-12,32.6,27.5,26.9,87,60,0,10.6,5,
﻿2013-07-13,33.5,28.4,27.3,88,66,0,10.3,5,
﻿2013-07-14,32.1,25.0,24.8,97,70,41.4,5.4,5,
﻿2013-07-15,28.1,24.8,24.8,98,91,44.9,0.3,2,
﻿2013-07-16,27.4,25.3,25.5,98,87,7.0,0.2,2,
﻿2013-07-17,29.9,24.6,25.4,98,86,29.5,3.5,4,
﻿2013-07-18,30.4,24.6,25.4,98,70,0.5,5.7,4,
﻿2013-07-19,29.4,25.5,26.0,98,85,23.0,2.3,2,
﻿2013-07-20,29.7,26.2,26.0,98,81,3.5,1.6,3,
﻿2013-07-21,29.9,26.3,26.3,93,83,0.4,2.2,4,
﻿2013-07-22,30.4,26.5,26.3,97,79,8.2,5.5,4,
﻿2013-07-23,30.3,26.2,26.9,97,84,12.3,2.9,3,
﻿2013-07-24,27.4,25.0,25.9,98,91,26.8,0.2,0.9,
﻿2013-07-25,26.9,24.6,25.1,99,93,57.7,0,2,
﻿2013-07-26,27.9,24.9,25.3,98,84,65.4,0.4,2,
﻿2013-07-27,31.1,24.9,25.1,98,71,14.8,2.1,4,
﻿2013-07-28,31.8,25.3,25.9,98,74,10.8,6.0,5,
﻿2013-07-29,31.7,25.4,25.9,97,70,0,7.5,5,
﻿2013-07-30,33.1,26.6,26.4,91,59,0,10.9,6,
﻿2013-07-31,32.4,27.7,27.3,91,70,0.5,6.7,5,
﻿2013-08-01,30.7,25.4,26.5,96,75,4.5,3.4,4,
﻿2013-08-02,27.9,24.5,23.6,99,85,72.4,0.5,2,
﻿2013-08-03,31.5,25.6,23.6,96,75,13.3,2.5,4,
﻿2013-08-04,32.9,27.1,26.5,89,66,trace,6.5,5,
﻿2013-08-05,32.9,27.0,26.0,89,52,0,11.5,6,
﻿2013-08-06,33.1,27.4,26.1,87,68,0,10.7,6,
﻿2013-08-07,31.7,27.7,27.2,91,72,0.5,6.6,5,
﻿2013-08-08,32.7,26.7,26.7,94,58,1.3,8.7,5,
﻿2013-08-09,32.5,27.3,26.3,88,57,0,10.8,6,
﻿2013-08-10,33.2,28.2,26.9,87,70,0,6.3,2,
﻿2013-08-11,33.1,27.7,26.8,86,64,0,11.4,6,
﻿2013-08-12,34.9,27.7,26.9,85,51,Trace,11.3,6,
﻿2013-08-13,29.9,25.4,25.8,98,70,48.4,0.3,0.8,
﻿2013-08-14,27.6,25.2,25.1,97,86,59.4,0.4,2,
﻿2013-08-15,28.9,26.5,25.5,88,79,0.7,0.6,2,
﻿2013-08-16,28.7,26.8,26.1,91,83,5.3,0,0.7,
﻿2013-08-17,29.6,26.3,25.2,98,77,35.6,1.2,2,
﻿2013-08-18,30.2,26.9,25.9,93,80,3.7,0.9,2,
﻿2013-08-19,29.8,26.3,26.3,98,79,30.6,2.6,2,
﻿2013-08-20,31.6,26.8,25.9,93,74,trace,8.2,4,
﻿2013-08-21,31.0,27.4,26.2,91,71,0.2,3.5,3,
﻿2013-08-22,31.0,26.4,25.3,97,75,20.1,1.0,2,
﻿2013-08-23,29.5,26.6,25.3,91,79,26.0,0.0,2,
﻿2013-08-24,29.8,25.7,25.1,96,78,51.6,0.9,2,
﻿2013-08-25,30.2,26.1,26.3,97,84,7.3,4.1,3,
﻿2013-08-26,32.8,26.6,26.0,94,67,0,8.5,6,
﻿2013-08-27,32.9,27.0,26.4,90,68,0,8.2,4,
﻿2013-08-28,33.3,27.3,26.6,89,62,0,11.3,5,
﻿2013-08-29,32.0,27.8,27.0,88,69,0,6.0,4,
﻿2013-08-30,29.7,24.4,25.8,97,78,29.5,0.1,2,
﻿2013-08-31,29.5,24.6,24.4,97,83,35.0,0.1,1,
﻿2013-09-01,29.8,25.1,25.1,94,70,1.0,6.9,3,
﻿2013-09-02,30.4,25.1,24.8,98,74,40.6,6.8,4,
﻿2013-09-03,28.0,25.0,24.8,98,82,5.0,0.3,2,
﻿2013-09-04,26.4,23.9,24.6,99,90,88.9,0,0.7,
﻿2013-09-05,25.1,23.6,23.1,100,94,197.7,0,0.7,
﻿2013-09-06,29.5,24.1,24.3,98,72,0.3,9.2,5,
﻿2013-09-07,30.7,25.4,24.6,91,60,0,10.4,5,
﻿2013-09-08,31.1,25.8,24.7,88,63,0,10.9,5,
﻿2013-09-09,31.1,26.3,25.5,85,65,0,10.1,5,
﻿2013-09-10,31.8,26.6,26.0,88,66,0,9.9,5,
﻿2013-09-11,30.9,27.1,26.1,88,74,0,8.4,4,
﻿2013-09-12,31.7,27.2,26.2,88,67,0,8.2,5,
﻿2013-09-13,30.7,26.8,26.0,87,72,0.2,6.4,4,
﻿2013-09-14,31.5,26.1,25.4,88,68,0,10.3,5,
﻿2013-09-15,32.4,25.9,25.7,94,66,15.2,5.6,3,
﻿2013-09-16,30.8,26.0,26.0,95,68,0.8,9.2,5,
﻿2013-09-17,30.3,26.7,25.4,82,61,0,6.9,4,
﻿2013-09-18,30.2,26.2,25.2,83,64,trace,5.9,4,
﻿2013-09-19,31.4,26.6,25.8,86,62,0,8.1,4,
﻿2013-09-20,32.5,27.2,26.3,87,58,0,6.1,3,
﻿2013-09-21,34.7,28.3,25.4,88,51,0,10.5,5,
﻿2013-09-22,31.8,25.2,24.4,93,58,30.6,0,1,
﻿2013-09-23,30.9,24.8,24.2,98,79,56.9,2.7,2,
﻿2013-09-24,30.6,27.2,25.7,94,78,1.3,4.0,3,
﻿2013-09-25,31.2,26.8,25.4,86,67,trace,9.3,5,
﻿2013-09-26,30.0,25.2,24.7,84,66,0.1,6.7,3,
﻿2013-09-27,29.7,24.0,23.6,87,67,0.1,9.0,4,
﻿2013-09-28,28.6,24.6,24.3,96,72,2.6,3.3,3,
﻿2013-09-29,27.1,24.0,23.8,97,74,2.9,0.9,2,
﻿2013-09-30,26.7,23.8,23.8,97,84,10.0,0,0.6,
﻿2013-10-01,30.4,25.7,24.2,88,71,0,9.0,4,
﻿2013-10-02,31.4,25.5,24.1,89,46,0,10.7,4,
﻿2013-10-03,30.1,24.6,23.3,86,51,0,8.5,3,
﻿2013-10-04,29.4,24.7,23.5,82,56,0,6.6,3,
﻿2013-10-05,29.9,23.8,22.5,81,42,0,10.6,4,
﻿2013-10-06,31.5,24.4,21.2,57,38,0,10.8,4,
﻿2013-10-07,32.0,25.5,22.3,61,48,0,10.7,4,
﻿2013-10-08,29.0,25.6,23.3,73,58,0,1.8,2,
﻿2013-10-09,30.1,25.4,24.1,85,65,trace,8.2,4,
﻿2013-10-10,30.4,24.7,24.0,95,67,2.8,7.2,4,
﻿2013-10-11,31.1,25.5,24.1,89,65,0,8.3,3,
﻿2013-10-12,30.2,26.2,25.0,79,50,Trace,9.2,4,
﻿2013-10-13,30.4,25.6,23.3,77,57,0,8.8,4,
﻿2013-10-14,27.0,25.3,24.2,85,67,Trace,0,2,
﻿2013-10-15,29.9,25.6,24.5,84,61,0,8.7,4,
﻿2013-10-16,27.6,24.7,23.3,80,62,Trace,5.4,3,
﻿2013-10-17,26.0,24.0,23.0,79,67,Trace,1.2,2,
﻿2013-10-18,28.5,23.2,22.1,75,53,trace,8.4,3,
﻿2013-10-19,28.0,23.0,21.9,81,54,0,7.0,3,
﻿2013-10-20,28.4,23.0,21.6,82,56,0,9.1,3,
﻿2013-10-21,27.4,22.8,21.6,82,63,0.1,3.6,2,
﻿2013-10-22,28.4,22.7,21.6,79,50,0,9.0,3,
﻿2013-10-23,27.6,21.9,20.1,56,39,0,10.1,3,
﻿2013-10-24,27.9,21.3,18.9,51,29,0,10.2,3,
﻿2013-10-25,27.1,21.6,18.6,49,27,0,9.4,3,
﻿2013-10-26,25.6,19.4,17.0,66,40,0,10.1,3,
﻿2013-10-27,24.7,20.2,18.5,76,54,0,9.3,3,
﻿2013-10-28,25.7,20.9,19.0,78,52,0,9.9,3,
﻿2013-10-29,26.3,22.1,20.3,83,56,0,7.2,3,
﻿2013-10-30,26.5,22.9,21.1,83,62,0,8.3,3,
﻿2013-10-31,28.1,22.4,20.9,84,56,Trace,10.0,3,
﻿2013-11-01,29.5,22.6,20.8,80,46,0,10.0,3,
﻿2013-11-02,27.5,24.9,22.2,70,60,Trace,0.7,2,
﻿2013-11-03,27.6,23.5,22.7,86,65,0.4,0.9,2,
﻿2013-11-04,24.3,21.5,21.7,99,77,12.2,0,1,
﻿2013-11-05,24.2,20.9,21.6,98,79,3.6,0,2,
﻿2013-11-06,27.4,22.6,22.1,89,67,Trace,2.8,2,
﻿2013-11-07,26.7,23.0,22.1,90,65,0,6.5,3,
﻿2013-11-08,26.9,22.8,21.4,86,60,Trace,3.8,3,
﻿2013-11-09,27.7,22.9,21.6,86,62,Trace,6.7,3,
﻿2013-11-10,26.4,23.7,23.1,96,77,7.6,0.1,2,
﻿2013-11-11,25.3,23.0,22.7,87,82,Trace,0.2,1,
﻿2013-11-12,23.1,21.1,21.1,98,86,33.4,0,0.3,
﻿2013-11-13,21.4,19.7,21.0,100,84,3.9,0,0.6,
﻿2013-11-14,23.6,19.6,19.1,88,68,trace,3.1,2,
﻿2013-11-15,24.7,18.8,18.2,83,62,0,9.4,3,
﻿2013-11-16,23.9,19.2,18.8,79,59,0,10.0,3,
﻿2013-11-17,23.8,18.8,17.4,66,50,0,7.4,2,
﻿2013-11-18,23.6,18.5,17.0,71,37,0,9.7,3,
﻿2013-11-19,21.3,18.7,17.5,77,56,0,0.3,1,
﻿2013-11-20,21.4,19.3,18.1,77,65,Trace,1.0,1,
﻿2013-11-21,22.6,17.6,17.3,79,55,0.5,3.8,2,
﻿2013-11-22,22.8,19.5,18.7,91,66,0.7,3.7,2,
﻿2013-11-23,23.0,20.6,18.7,86,66,Trace,8.0,3,
﻿2013-11-24,25.8,20.4,20.3,96,72,15.2,5.9,3,
﻿2013-11-25,22.3,16.7,16.2,80,40,0,9.9,3,
﻿2013-11-26,21.3,17.7,16.5,80,59,0,6.1,2,
﻿2013-11-27,23.2,16.0,17.1,88,68,0.5,3.9,2,
﻿2013-11-28,17.8,12.8,13.7,96,43,5.1,0.7,1,
﻿2013-11-29,17.2,12.9,12.0,50,29,0,9.8,2,
﻿2013-11-30,19.2,13.1,11.8,66,43,0,9.0,2,
﻿2013-12-01,20.7,14.3,12.2,63,33,0,9.8,2,
﻿2013-12-02,21.4,14.6,12.1,71,38,0,9.8,3,
﻿2013-12-03,21.5,17.3,14.1,80,45,0,8.5,2,
﻿2013-12-04,22.8,16.2,13.4,76,38,0,9.6,2,
﻿2013-12-05,21.4,15.8,12.1,57,36,0,9.6,2,
﻿2013-12-06,21.4,15.7,12.4,63,33,0,9.6,2,
﻿2013-12-07,22.1,16.6,13.7,80,54,0,9.4,2,
﻿2013-12-08,21.4,18.2,15.4,85,64,Trace,1.1,2,
﻿2013-12-09,24.9,19.8,17.2,78,50,0,5.6,2,
﻿2013-12-10,21.7,18.4,17.0,80,55,0,5.1,2,
﻿2013-12-11,20.6,17.8,16.7,83,55,0,1.4,1,
﻿2013-12-12,19.3,16.6,16.5,72,55,Trace,0.8,1,
﻿2013-12-13,20.7,17.9,17.4,81,70,Trace,0.5,0.8,
﻿2013-12-14,20.5,17.2,17.7,99,75,13.0,0.1,0.9,
﻿2013-12-15,17.6,16.5,16.8,99,93,22.7,0,0.4,
﻿2013-12-16,17.2,12.2,13.3,99,88,24.8,0,0.5,
﻿2013-12-17,13.1,11.4,12.1,99,88,27.8,0,0.6,
﻿2013-12-18,13.4,9.2,9.5,86,58,0,9.0,2,
﻿2013-12-19,15.0,9.5,9.3,74,53,0,8.6,2,
﻿2013-12-20,16.4,11.3,10.6,71,54,0,7.0,2,
﻿2013-12-21,16.0,13.1,13.3,71,55,0,2.1,2,
﻿2013-12-22,16.0,11.3,10.5,69,52,0,9.1,2,
﻿2013-12-23,17.9,11.3,9.7,74,45,0,9.3,2,
﻿2013-12-24,17.9,12.2,10.4,71,48,0,9.1,2,
﻿2013-12-25,17.6,13.4,11.7,67,49,0,7.5,2,
﻿2013-12-26,17.3,12.5,10.2,57,35,0,9.4,2,
﻿2013-12-27,15.5,11.3,9.2,50,35,0,8.9,2,
﻿2013-12-28,14.6,9.9,8.4,55,38,0,8.4,1,
﻿2013-12-29,15.3,9.3,7.3,66,39,0,9.4,2,
﻿2013-12-30,16.3,10.7,8.4,64,34,0,9.3,2,
﻿2013-12-31,18.1,12.5,8.9,65,35,0,9.4,2,
﻿2014-01-01,18.9,13.0,9.5,70,37,0,9.5,2,
﻿2014-01-02,19.3,14.4,11.0,88,61,0,4.5,2,
﻿2014-01-03,22.5,17.2,14.3,77,56,0,8.6,2,
﻿2014-01-04,21.8,16.8,12.6,66,40,0,8.8,2,
﻿2014-01-05,18.7,14.5,11.1,79,45,0,9.0,2,
﻿2014-01-06,18.5,14.8,12.1,83,61,0,9.1,2,
﻿2014-01-07,19.1,16.5,14.2,90,70,Trace,1.5,2,
﻿2014-01-08,21.0,16.1,14.2,95,65,Trace,0.9,0.9,
﻿2014-01-09,16.6,14.3,13.7,73,64,0,0.0,1,
﻿2014-01-10,16.2,14.4,13.8,81,72,Trace,0,1,
﻿2014-01-11,18.8,14.1,12.4,86,63,0,9.7,3,
﻿2014-01-12,21.5,15.1,13.1,87,60,0,7.6,2,
﻿2014-01-13,16.2,11.8,10.9,74,60,0,4.9,2,
﻿2014-01-14,16.8,10.6,10.2,75,57,0,9.4,2,
﻿2014-01-15,16.1,11.2,9.8,74,47,0,9.8,3,
﻿2014-01-16,16.7,11.8,9.8,84,57,0,9.3,3,
﻿2014-01-17,18.9,12.7,10.6,91,55,0,9.3,2,
﻿2014-01-18,19.7,13.5,10.4,80,32,0,9.9,3,
﻿2014-01-19,16.7,13.2,10.5,81,54,0,7.6,2,
﻿2014-01-20,20.5,13.4,10.5,77,32,0,9.9,2,
﻿2014-01-21,17.6,12.9,8.8,41,27,0,9.7,2,
﻿2014-01-22,17.0,10.3,6.9,64,31,0,10.0,2,
﻿2014-01-23,15.8,11.6,8.6,82,54,0,9.6,2,
﻿2014-01-24,18.5,12.9,9.7,85,65,0,9.5,3,
﻿2014-01-25,21.4,16.5,13.0,83,65,0,6.5,3,
﻿2014-01-26,24.4,16.3,15.9,84,54,0,5.3,2,
﻿2014-01-27,18.9,15.0,13.2,85,59,0,8.8,2,
﻿2014-01-28,20.3,14.8,12.6,86,54,0,9.6,2,
﻿2014-01-29,21.2,15.6,12.4,81,55,0,10.1,3,
﻿2014-01-30,22.9,15.9,12.9,90,63,0,10.2,3,
﻿2014-01-31,22.8,16.4,13.4,90,56,0,10.2,3,
﻿2014-02-01,22.2,18.3,15.3,93,68,0,6.5,2,
﻿2014-02-02,23.8,17.5,14.7,96,56,0,9.7,3,
﻿2014-02-03,24.6,17.4,14.3,83,52,0,10.2,3,
﻿2014-02-04,19.4,16.6,15.6,86,78,Trace,0.4,1,
﻿2014-02-05,19.0,15.9,15.9,94,74,Trace,3.2,3,
﻿2014-02-06,21.6,16.7,16.6,92,77,Trace,5.1,3,
﻿2014-02-07,23.4,18.1,16.7,94,76,trace,3.2,2,
﻿2014-02-08,18.0,16.0,16.2,96,83,0.3,0,0.4,
﻿2014-02-09,16.7,10.4,12.2,99,92,13.1,0,0.2,
﻿2014-02-10,10.5,8.3,10.0,92,67,0.3,0,0.7,
﻿2014-02-11,9.7,7.5,9.7,78,63,trace,0,1,
﻿2014-02-12,10.5,7.3,8.8,96,75,0.4,0,0.5,
﻿2014-02-13,9.8,8.0,9.0,99,74,21.4,0,0.7,
﻿2014-02-14,14.6,8.2,8.9,75,56,0,4.9,2,
﻿2014-02-15,13.6,9.7,8.9,84,73,Trace,0.0,0.8,
﻿2014-02-16,15.4,13.3,12.7,92,84,Trace,0,1,
﻿2014-02-17,20.9,15.3,14.4,99,84,0,4.2,3,
﻿2014-02-18,21.5,12.2,13.4,99,75,Trace,0.9,2,
﻿2014-02-19,12.4,7.9,8.9,96,64,3.8,0.1,1,
﻿2014-02-20,17.3,8.2,7.0,80,37,0,10.7,4,
﻿2014-02-21,15.2,12.3,10.0,86,63,0,3.9,3,
﻿2014-02-22,17.1,12.6,12.1,85,64,0.2,2.6,2,
﻿2014-02-23,19.2,14.4,14.0,87,65,0,9.6,4,
﻿2014-02-24,19.3,15.0,13.4,89,73,Trace,6.3,3,
﻿2014-02-25,20.9,17.3,15.7,95,77,0,4.2,3,
﻿2014-02-26,24.1,17.9,17.3,96,73,trace,5.2,3,
﻿2014-02-27,21.1,18.7,17.1,93,84,Trace,1.0,1,
﻿2014-02-28,19.0,17.4,17.4,90,84,Trace,0.0,0.9,
﻿2014-03-01,22.1,18.4,17.8,97,84,0,0.9,2,
﻿2014-03-02,21.7,16.0,16.8,97,78,0.6,1.4,1,
﻿2014-03-03,16.3,15.4,16.1,91,81,Trace,0,0.9,
﻿2014-03-04,18.2,15.4,15.8,98,87,0.1,0,1,
﻿2014-03-05,17.6,15.9,15.7,99,78,0.1,0,0.9,
﻿2014-03-06,15.9,14.8,15.0,92,81,Trace,0.0,0.8,
﻿2014-03-07,15.1,14.1,14.4,94,83,0.1,0,0.7,
﻿2014-03-08,16.2,14.2,14.5,99,89,0.9,0,0.9,
﻿2014-03-09,15.5,14.2,14.8,96,82,trace,0,0.8,
﻿2014-03-10,15.6,13.9,14.3,86,75,0,0.6,1,
﻿2014-03-11,15.9,14.1,14.2,96,82,0.3,0,0.7,
﻿2014-03-12,19.5,15.4,15.0,98,93,0.1,0,0.8,
﻿2014-03-13,22.2,19.0,17.5,100,63,0.3,1.3,1,
﻿2014-03-14,19.9,14.7,15.3,88,55,0.4,1.1,2,
﻿2014-03-15,17.5,14.7,15.1,85,52,Trace,0.3,0.9,
﻿2014-03-16,19.9,16.3,14.5,87,58,0,2.6,2,
﻿2014-03-17,22.9,18.4,16.7,94,81,Trace,1.5,2,
﻿2014-03-18,25.0,19.9,18.8,98,77,0,4.6,3,
﻿2014-03-19,26.8,20.4,18.9,95,69,0,9.1,3,
﻿2014-03-20,25.2,18.7,17.7,97,66,0,9.0,2,
﻿2014-03-21,18.7,15.5,16.2,75,64,Trace,0,0.8,
﻿2014-03-22,20.8,15.2,15.8,80,49,0,8.0,3,
﻿2014-03-23,22.0,15.9,14.6,82,54,0,10.7,4,
﻿2014-03-24,23.1,16.6,15.0,83,57,0,8.9,4,
﻿2014-03-25,26.5,18.9,17.2,87,55,0,9.9,4,
﻿2014-03-26,26.2,20.6,18.7,93,65,Trace,7.5,3,
﻿2014-03-27,27.6,20.6,18.8,95,61,0,8.6,4,
﻿2014-03-28,23.3,21.2,21.3,95,88,Trace,0,2,
﻿2014-03-29,23.5,20.7,20.3,98,88,19.0,0.2,0.6,
﻿2014-03-30,26.0,19.1,19.2,99,85,103.1,0.2,0.9,
﻿2014-03-31,21.2,18.9,18.6,100,95,82.6,0.2,0.3,
﻿2014-04-01,20.9,19.5,19.4,100,94,8.0,0.1,0.7,
﻿2014-04-02,20.3,18.6,18.3,99,95,24.4,0.3,0.5,
﻿2014-04-03,20.7,18.5,18.3,100,92,42.3,1.1,0.7,
﻿2014-04-04,22.9,19.2,17.7,96,68,0,7.0,3,
﻿2014-04-05,24.7,18.2,17.2,86,46,0,10.4,4,
﻿2014-04-06,21.0,17.5,18.5,98,72,9.3,0.0,0.5,
﻿2014-04-07,20.1,17.9,18.3,91,81,Trace,0.4,2,
﻿2014-04-08,21.2,18.8,18.8,99,89,27.5,0,0.8,
﻿2014-04-09,26.5,19.8,18.5,98,73,Trace,9.2,4,
﻿2014-04-10,24.4,21.1,20.4,94,73,Trace,4.9,3,
﻿2014-04-11,25.8,20.7,20.0,93,75,trace,8.6,4,
﻿2014-04-12,27.8,21.8,20.9,91,67,0,10.1,4,
﻿2014-04-13,28.7,22.1,21.6,96,67,0,10.4,4,
﻿2014-04-14,24.5,21.7,21.1,91,75,0.4,0.8,1,
﻿2014-04-15,24.4,20.5,20.1,87,68,0,7.6,4,
﻿2014-04-16,23.6,21.0,21.5,91,77,0,0.5,2,
﻿2014-04-17,27.5,22.1,21.6,94,73,0,8.1,4,
﻿2014-04-18,28.6,22.4,21.2,95,70,0,9.5,4,
﻿2014-04-19,27.8,23.1,21.9,93,74,0,7.6,4,
﻿2014-04-20,28.1,23.5,22.8,91,70,0,1.0,2,
﻿2014-04-21,24.9,22.9,23.3,95,86,0.6,0.4,1,
﻿2014-04-22,27.5,22.9,22.5,94,75,Trace,1.3,2,
﻿2014-04-23,24.9,21.4,22.1,98,89,13.3,0.0,0.6,
﻿2014-04-24,22.3,21.3,21.9,97,92,1.5,0,0.9,
﻿2014-04-25,23.7,21.6,22.1,99,91,1.7,0,2,
﻿2014-04-26,24.9,22.0,21.8,99,78,2.7,0.5,2,
﻿2014-04-27,29.0,22.1,20.8,85,61,0,8.4,4,
﻿2014-04-28,28.6,23.6,22.4,86,52,0,7.3,4,
﻿2014-04-29,25.7,22.9,22.1,89,72,0,2.7,2,
﻿2014-04-30,25.0,22.3,22.6,96,76,0.7,1.2,3,
﻿2014-05-01,25.3,21.0,21.4,97,79,2.8,0.9,2,
﻿2014-05-02,27.0,22.3,22.7,88,69,Trace,5.2,4,
﻿2014-05-03,26.8,23.1,22.3,90,63,0.2,6.5,4,
﻿2014-05-04,23.8,21.5,22.7,98,88,7.3,0.2,1,
﻿2014-05-05,23.8,20.2,21.4,98,81,26.6,1.9,2,
﻿2014-05-06,20.4,18.8,21.0,95,83,1.0,0.0,0.9,
﻿2014-05-07,21.2,19.8,20.8,98,91,3.2,0,0.8,
﻿2014-05-08,23.2,21.2,20.9,100,92,106.3,0.1,2,
﻿2014-05-09,22.2,20.9,21.2,100,99,89.1,0,0.1,
﻿2014-05-10,25.6,21.5,21.1,100,89,12.5,0.4,1,
﻿2014-05-11,26.6,22.3,21.8,100,84,164.5,0.0,0.7,
﻿2014-05-12,29.4,23.4,21.8,100,75,40.9,3.3,3,
﻿2014-05-13,29.1,24.8,23.8,98,80,57.5,2.4,2,
﻿2014-05-14,30.9,27.5,25.0,88,75,2.0,2.5,4,
﻿2014-05-15,30.8,27.3,25.7,90,74,2.8,4.1,3,
﻿2014-05-16,30.4,26.9,25.1,98,82,18.8,1.0,2,
﻿2014-05-17,30.2,26.5,25.0,98,78,10.7,1.3,3,
﻿2014-05-18,30.4,27.5,25.4,89,76,1.2,2.0,3,
﻿2014-05-19,32.0,25.8,24.5,88,72,0.7,4.5,5,
﻿2014-05-20,29.8,23.1,24.5,97,78,53.2,2.0,2,
﻿2014-05-21,30.6,23.9,22.9,99,77,47.1,1.9,3,
﻿2014-05-22,29.9,28.2,21.3,84,76,TRACE,0.4,2,
﻿2014-05-23,28.9,25.4,20.2,98,82,33.1,0.0,0.5,
﻿2014-05-24,31.5,25.9,23.3,94,73,0,4.7,4,
﻿2014-05-25,32.6,26.7,23.6,87,64,3.6,8.5,6,
﻿2014-05-26,32.0,27.8,24.9,90,65,TRACE,9.9,5,
﻿2014-05-27,32.7,27.8,26.0,89,65,0.0,9.9,5,
﻿2014-05-28,32.1,27.6,26.4,85,64,0,11.5,6,
﻿2014-05-29,31.4,28.1,26.9,86,68,Trace,7.2,5,
﻿2014-05-30,32.0,27.9,26.3,87,65,2.2,6.2,5,
﻿2014-05-31,32.8,28.4,26.9,85,65,Trace,9.3,5,
﻿2014-06-01,33.2,28.1,27.0,90,64,3.7,10.3,6,
﻿2014-06-02,32.7,28.4,27.2,85,63,0,11.0,6,
﻿2014-06-03,31.3,28.4,27.2,86,72,Trace,1.5,3,
﻿2014-06-04,32.5,28.3,26.9,87,60,0.0,11.6,6,
﻿2014-06-05,32.0,28.4,27.3,87,72,0.2,3.0,3,
﻿2014-06-06,30.1,26.6,25.3,93,70,17.2,1.2,2,
﻿2014-06-07,30.0,25.2,24.3,95,73,7.6,1.9,2,
﻿2014-06-08,31.5,26.2,25.0,97,70,57.6,5.5,2,
﻿2014-06-09,30.5,25.9,25.0,93,72,Trace,6.6,4,
﻿2014-06-10,30.7,27.0,26.5,87,69,trace,4.7,3,
﻿2014-06-11,29.4,27.4,26.4,82,71,TRACE,1.6,2,
﻿2014-06-12,32.3,26.9,25.7,82,51,0,9.1,3,
﻿2014-06-13,31.9,26.3,24.5,73,39,0,6.5,4,
﻿2014-06-14,33.5,27.8,26.0,73,47,Trace,7.7,5,
﻿2014-06-15,30.8,25.3,26.0,94,64,9.9,0.8,3,
﻿2014-06-16,31.9,26.6,26.3,95,71,3.8,3.7,4,
﻿2014-06-17,31.9,29.2,27.3,85,73,1.1,2.9,3,
﻿2014-06-18,32.5,27.7,26.7,92,69,6.0,7.8,5,
﻿2014-06-19,32.6,27.5,26.8,95,73,10.5,4.4,4,
﻿2014-06-20,30.5,26.2,25.0,96,78,29.2,0.2,1,
﻿2014-06-21,30.2,25.3,25.7,97,82,47.6,1.6,2,
﻿2014-06-22,28.1,25.2,24.7,98,88,114.9,0.0,1,
﻿2014-06-23,29.5,26.5,25.7,96,82,41.5,0.3,2,
﻿2014-06-24,30.3,26.1,24.7,98,76,45.9,4.9,3,
﻿2014-06-25,29.9,26.1,26.0,97,82,18.5,1.3,3,
﻿2014-06-26,33.2,27.5,26.2,89,65,0.1,9.5,6,
﻿2014-06-27,33.7,28.4,27.1,88,64,0,8.6,5,
﻿2014-06-28,33.1,28.5,27.4,86,66,0,9.9,5,
﻿2014-06-29,32.2,26.7,26.0,98,71,20.4,5.2,4,
﻿2014-06-30,32.5,27.1,26.0,96,74,0.9,4.0,3,
﻿2014-07-01,31.6,26.3,25.5,98,78,13.9,1.6,3,
﻿2014-07-02,32.9,28.0,27.0,90,71,TRACE,6.6,5,
﻿2014-07-03,33.1,29.1,27.2,86,61,0.1,10.6,6,
﻿2014-07-04,33.8,29.3,27.5,83,64,0,11.0,6,
﻿2014-07-05,33.8,28.9,27.4,84,65,1.5,9.9,6,
﻿2014-07-06,32.9,27.9,27.5,92,63,14.8,7.5,6,
﻿2014-07-07,30.3,26.9,27.2,91,77,5.5,0.9,1,
﻿2014-07-08,33.5,28.4,26.9,86,60,0,7.2,3,
